OBJECTID,KC_FAC_FID,KCPARKFID,SITENAME,SITETYPE,OWNER,OWNERTYPE,MANAGER,MANAGETYPE,MAINTD_BY,MAINTTYPE,SHAPE_Length,SHAPE_Area
1352,2590,5251202,Marymoor Bellevue Ballfield Complex,Park Site,City of Bellevue,City,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,4073.35094331299,869482.957221654
1353,15305,6243202,McCarry Woods,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,5313.52754690761,1749551.28105223
1354,7826,7242619,Carmichael Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,2341.02373108962,310981.940652522
1355,5110,5243402,Highlands Park - Newcastle,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1146.47937301673,68939.9671988931
1356,2512,4241203,First Hill Park - Mercer Island,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,796.31618035846,29739.2461996834
1357,7042,4240506,Horiuchi Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,568.29869521868,12503.1759898867
1358,7957,4231403,57th Avenue South Mini Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,641.189472205509,16637.5149548707
1359,5067,4261001,Pfingst Animal Acres Park,Park Site,City of Lake Forest Park,City,City of Lake Forest Park,City,City of Lake Forest Park,City,1652.09864867808,167022.647459614
1360,7079,3262401,Llandover Woods Greenspace,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4602.80697409338,395874.631285479
1361,7056,4240912,College Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,629.128847872398,18208.214662712
1362,3012,4231604,Sunset Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2296.52855910427,174751.446458076
1363,7292,5221904,Walnut Grove Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,404.439963337388,7653.86380966347
1364,4829,4232402,Waterworks Gardens,Park Site,Other King County,County,Other King County,County,Other King County,County,2741.52196918654,350455.300144649
1365,7160,4253208,Cal Anderson Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3204.74170316798,480822.177331516
1366,7300,4222413,Kiwanis Park #1,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,682.697472229363,28480.4799299664
1367,2329,5221601,North Meridian Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,6176.301858965,1539003.57136769
1368,2629,5241501,Eastgate Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,6462.22023946107,1696365.52509243
1369,5172,7242612,Dogwood Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,556.621400811303,13776.1193291655
1370,4943,4243204,Duwamish Waterway Park,Park Site,Other King County,County,City of Seattle,City,City of Seattle,City,1352.83053771583,64704.4745730393
1371,2504,4231001,Tukwila Community Center,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,3116.69858058006,555332.278678958
1372,7293,4222406,Kherson Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,415.741658144088,8678.62070030421
1373,2496,4231602,North SeaTac Park,Park Site,City of SeaTac,City,City of SeaTac,City,City of SeaTac,City,21493.1409304922,6263690.93891846
1374,5119,5230404,Honey Creek Open Space,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,9678.68699640518,1504569.01274891
1375,7283,5222801,Seven Oaks Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,594.060063769105,21823.1867093177
1376,7252,4210704,SW 312th Sports Courts,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1031.8727376631,44004.6604236851
1377,2312,4252102,Montlake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,8695.22560690669,1135301.1084149
1378,2297,4243101,Westcrest Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,18898.8982654541,6040777.83741494
1379,2607,5253101,Clyde Beach Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1306.21156638786,89783.5987627135
1380,7032,4253304,Spring Street Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,479.884727731721,14393.0845369744
1381,7059,3241504,Andover Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,681.723542928425,8357.84350606232
1382,7183,3241106,Nantes Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,484.999015342232,14116.1159792047
1383,2630,5241301,Sunrise Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1726.44197687265,195257.259179091
1384,5078,7242501,Fisher Creek Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,5692.86204799429,1055346.50157492
1385,7443,4241903,Terminal 108 Park,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,1072.78819261398,65031.2189843931
1386,15356,8231501,South Fork Landing,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,6682.17084791426,1584958.68019102
1387,8105,4233002,Wilson Park,Park Site,City of Normandy Park,City,City of Normandy Park,City,City of Normandy Park,City,642.391333709939,25419.8796325675
1388,5112,5243404,Heritage Morgan Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,442.670175360264,7008.18194200675
1389,7861,5260304,Greenbrier Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,595.087743745937,21838.6517739256
1390,5054,5242208,Westwood Highlands Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,626.613666658153,21796.2768344277
1391,7101,4250806,Meridian Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2917.80578360232,290620.2197963
1392,7233,4252202,Hyde Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,95.0096101410559,385.127399092514
1393,7151,4252910,Lakeview Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,65.7960042765936,185.305301011316
1394,2296,4241601,Jefferson Park Golf Course,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,16315.5622107717,5659786.04265413
1395,2313,4252101,Washington Park Arboretum,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,53139.5479976669,9599044.17834064
1396,2411,3260701,Wingehaven Park,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,5465.72420493703,749463.997622887
1397,2540,8230901,Si View Park and Community Center,Park Site,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,Si View Metropolitan Park District,Park District,3508.08683310931,471070.630469566
1398,2562,4230601,Dick Thurnau Memorial Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,6971.20594310006,1353390.27921884
1399,2637,5250801,Everest Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,7925.43650391688,1014426.49267115
1400,2322,5222701,East Ridge Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,732.891189363582,34330.7897996377
1401,5121,4262503,Juanita Woodlands Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,10587.5475574165,1584266.07219909
1402,7076,4243504,Atlantic City Boat Ramp,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2271.83420887856,278165.393008989
1403,15374,3242411,Longfellow Creek Open Space,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,35646.4061792262,2431689.27640334
1404,2698,5263202,Crestwoods Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,5253.81241857121,1205864.15001126
1405,5094,6252102,Evans Creek Preserve,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,23577.2724777376,9299117.44646578
1406,7083,3262503,Pipers Creek Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3769.17599002321,407148.166171531
1407,2395,5211802,Veterans Memorial Park - Auburn,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,2503.85222289312,331712.1836364
1408,5102,3210501,Piner Point Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,10884.1469680433,813973.115397825
1409,4277,6222102,Lake Wilderness Local Extension,Park Site,City of Maple Valley,City,City of Maple Valley,City,City of Maple Valley,City,1969.81313337487,205005.032414706
1410,6932,4262805,Virgil Flaim Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1375.54945018369,120898.580225122
1411,7010,4252002,Roanoke Park - Seattle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2253.26494859642,109541.97145909
1412,5018,5242212,Forest Park Meadows Open Space,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,8848.34019984179,495781.329530847
1413,7192,3241301,Longfellow Creek GS: North,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,4661.52317585657,256379.73645371
1414,2648,5243304,May Creek Open Space,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,18194.6134775244,1727136.62061786
1415,7169,4240515,Beacon Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,474.228627014049,10895.4176264484
1416,6910,5252503,Ivanhoe Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1498.98023494535,108596.562405667
1417,6941,4240403,Judge Charles M Stokes Overlook,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2915.02974228961,249471.386047564
1418,7208,3242604,Pelly Place Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1267.08424825607,44778.8352552877
1419,5072,8230907,Riverfront Park,Park Site,City of North Bend,City,City of North Bend,City,City of North Bend,City,4049.09373917784,205038.941948651
1420,6901,5253202,Wildwood Park - Bellevue,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1285.75428146559,100414.880561237
1421,2497,4232301,Fort Dent Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,8227.79827353379,2348595.03072126
1422,8053,4253111,Bell Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2388.88190017763,61371.8206793721
1423,7241,3252603,Open Water Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,3808.60131333464,611500.309883229
1424,7846,4240304,South Day Street Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1751.47238376655,171089.17260793
1425,2537,4222001,Saltwater State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,13168.0220289015,4198077.88894255
1426,2487,3241502,Mee Kwa Mooks Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,5130.91174313474,751999.302513635
1427,7834,6211505,Eagle Creek Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,539.172967461827,18902.2329009475
1428,2406,3263501,Soundview Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2879.04491712544,457996.054297684
1429,2615,5241803,Ellis Pond,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,2237.62310323053,186191.262376407
1430,6926,7261803,Duvall Open Space,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,13470.4094392239,3243034.62410769
1431,3172,5231601,Renton Shop Site,Shop Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2033.85598151117,249314.453945224
1432,2330,5223201,Pine Tree Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,2598.49541375702,421888.509204478
1433,7033,4253305,Homer Harris Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,600.379121272436,21621.2816998018
1434,2787,9233101,Iron Horse State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,242302.242155233,89470254.7735379
1435,7034,4253306,Plum Tree Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,480.035845717842,14402.1048644489
1436,2261,4261703,Paramount School Park,Park Site,City of Shoreline,City,City of Shoreline,City,City of Shoreline,City,2565.48999618433,372502.429195629
1437,3014,6233202,Lower Lions Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,4976.22619059036,513486.751577492
1438,2772,6223002,Jenkins Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3312.19342449884,316431.358120118
1439,3032,6233002,Wetland 14 Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,9247.21457097282,2880439.13853134
1440,7061,3241401,Dakota Place Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,485.478650907172,14688.8334999567
